Product, Price
"DELL Refurbished Latitude E5420 - 14'' Intel Core I3 , 4GB RAM, 320GB ","KSh 19,500"
"Lenovo Refurbished Thinkpad T470s Core I7 12GB 256GB SSD 6th Gen 14"" F","KSh 31,900"
"HP Refurbished Elitebook 820 12.5"", Slim Intel Core I5 8GB RAM, 500GB ","KSh 20,999"
Toshiba Refurbished NB205/305 10.1” Intel Atom - 250GB HDD / 2GB RAM -,"KSh 13,999"
"HP REFURBISHED EliteBook X360 1030 G2 13.3"" Intel Core I7 2.6 GHz, 16G","KSh 65,000"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram, 500GB + FREE Mouse","KSh 17,500"
"HP Refurbished Elitebook , Core I5, 8GB RAM 1TB HDD -12.5"", Black","KSh 27,999"
Generic Portable Adjustable Laptop Stand Desktop Lifting Height Increa,"KSh 2,499"
"Lenovo Refurbished T470s Core I7 12GB 256GB SSD 6th Gen 14"" FHD Displa","KSh 31,490"
"Lenovo Refurbished T470s Core I7 12GB 256GB SSD 6th Gen 14"" FHD Displa","KSh 31,590"
"HP Clean Refurbished ProBook X360 11 G2 , Intel Core I5, 8GB RAM, 256 ","KSh 23,999"
"HP Refurbished Revolve Touchscreen 810 G3 Core I5 8GB RAM, 256GB SSD, ","KSh 21,200"
HP 15 NB CELERON 4GB RAM 500GB HDD 15.6 INCH WIN 10 15.6 INCH WITH FRE,"KSh 35,999"
"HP Refurbished EliteBook 820, Intel Core I5, Slim Model , 500HDD, 4GB ","KSh 19,999"
"Apple Refurbished MacBook Pro 13"" - Intel Core I5 2.4GHz -4GB RAM -500","KSh 31,000"
"DELL Refurbished 2120 Mini 10.1"" Intel Atom 2GB, 160GB Windows Camera ","KSh 11,999"
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM 1TB HDD 2.5GHz (2012","KSh 42,899"
"DELL Refurbished Latitude E6410 -14"" Core I5 - 4GB RAM /500GB HDD -DVD","KSh 23,799"
"HP Refurbished Elitebook 820 Core I5, 8GB RAM 1TB HDD -12.5"", Black","KSh 27,999"
Lenovo Refurbished Lenovo Thinkpad X1 Yoga Intel Core I5 8th Gen 8GB R,"KSh 53,200"
HP HPEliteBook Folio 1040 G3 Core I7 6th Gen/ 8GB Ram/ 256GB SSD 14″ D,"KSh 55,100"
Lenovo Refurbished Yoga 300e X360 TOUCHSCREEN-Intel Celeron-4GB RAM-12,"KSh 16,999"
"Lenovo Refurbished Thinkpad X240 Intel Core I5, 4GB RAM, 500GB HDD, 12","KSh 18,900"
HP 6th Gen Corei7 -8GB Ram-500GB HDD-EliteBook 820 Refurbished -win10 ,"KSh 32,900"
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 8GB RAM + Fr","KSh 24,200"
"Lenovo Refurbished ThinkPad X131e 12.5"" Intel Celeron 4GB RAM, 500GB H","KSh 14,500"
HP ProBook 430 G4 Core I5-7th Gen- 8GB 256GB SSD HP Refurbished- Silve,"KSh 30,500"
"Lenovo Refurb Thinkpad Yoga 11e, Intel Celeron, N2940 128ssd,4gb Ram, ","KSh 14,599"
"HP New 14-cf2232nia Laptop - 14"" - Intel Celeron - 500GB HDD - 4GB RAM","KSh 50,110"
"HP REFURBISHED 7TH GEN EliteBook X360 1030 G2 13.3"" Intel Core I5 2.6 ","KSh 60,999"
"Lenovo Refurbished Thinkpad X131e Intel Celeron 4GB 320GB 12.5""- Black","KSh 14,999"
HP Refurbished EliteBook 810 G3- Core I5 2.3GHz- 8 GB RAM -256GB SSD-1,"KSh 22,550"
"HP Refurbished Compaq 8510p, 2 GB RAM, 160 GB HDD, Intel Core 2 Duo","KSh 14,999"
Asus BRAND NEW SEALED X543U CORE I3 4GB 1 TB 15.6' INCHES,"KSh 60,000"
"Lenovo Refurbished Lenovo 11e -11.6"" -Celeron - 128GB SSD- 4GB RAM - W","KSh 15,600"
"HP Refurbished EliteBook Folio 9470m 14"" Intel Core I5 4GB, 500GB + FR","KSh 25,499"
Generic 4.4 Inch Writing Board Digital Lcd Notepad Kids Drawing Office,KSh 391
"HP Chromebook 11 G4 11.6"" 4GB RAM 16GB HDD Chrome Operating System","KSh 10,499"
DELL Refurbished Dell Latitude 7480 - Intel Core I5 6th Gen 6300U 2.4 ,"KSh 35,000"
"DELL Refurbished Latitude E7240 - 12.5"" - Intel Core I5 - 128GB SSD - ","KSh 20,999"
HP Pavilion X360 15.6 I5 8gb - 512ssd -windows 10 Silver + Back Pack B,"KSh 89,000"
"Lenovo Refurbished Thinkpad X250 Intel Core I5, 4GB RAM, 500GB HDD, 12","KSh 20,750"
DELL Refurbished Latitude E7270 Core I7 8GB RAM 256GB SSD 6th Gen 12.5,"KSh 35,999"
Generic NEW Laptop Memory RAM DDR3 PC3 8500 1066MHz 204pin SOM Non-ECC,"KSh 1,847"
"Lenovo Refurbished Thinkpad X140e AMD 4GB, 320GB 11.6"" Radeon Graphics","KSh 16,489"
Lenovo BRAND NEW SEALED IDEAPAD 3 CORE I7 8GB 1TB 14'' INCHES,"KSh 96,000"
Hewlett Packard Hp Elitebook 840 G3,"KSh 33,000"
"Lenovo Refurbished Thinkpad X131e-Core I3 4GB,500GB 12.5"" + FREE WIREL","KSh 20,900"
"DELL Refurbished Mini 2110 10.1"" Intel Atom 250GB, 2GB WiFi Camera Win","KSh 16,000"
HP REFURBISHED ELITEBOOK 8440 CORE I5 4GB 1 TB 14' INCHES WINDOWS 10,"KSh 24,999"
HP REFURBISHED 840 G3 *TOUCH SCREEN* CORE I5 8GB 256 SSD 14'' INCHES W,"KSh 31,999"
HP Refurbished EliteBook 820 G3-Core I5 6th Gen-8GB RAM+256GB SSD-Wind,"KSh 26,999"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 128 GB SSD ","KSh 33,000"
"DELL Latitude 7320 - 13.3"" - Intel Core I7 - 512GB SSD - 16GB RAM - NO","KSh 211,999"
"HP Notebook 15-Intel® Celeron®-15.6""-4GB RAM-256GB SSD-Windows 11-Blac","KSh 36,000"
"HP Notebook 15-Intel® Celeron®-15.6""-4GB RAM-256GB SSD-Windows 11-Blac","KSh 36,000"
Toshiba Refurbished Dynabook R63 Core I5 6th Generation Ram 4gb Ssd 12,"KSh 19,999"
"HP Refurbished ProBook 440- Intel Core i5 8GB RAM 500GB HDD-14""-Win 10","KSh 25,000"
"HP Refurbished ProBook 745 G3 - AMD A10 (8th Gen) - 14"" - 500GB/4GB RA","KSh 22,999"
"HP Refurbished ProBook X360 11EE 128GB SSD 4GB 2-in-1 12"" Touchscreen ","KSh 17,999"
HP Refurb EliteBook 840 G5 - 8thgen - 8gb Ram 256ssd -14 Inches -Corei,"KSh 39,999"
HP Refurbished Probook 430 G2 5th Generation-Core I5-8GB RAM + 500GB H,"KSh 25,000"
"HP Refurbished EliteBook 820 G1, Core I5, 4GB RAM 500GB HDD -12.5"", Bl","KSh 19,000"
"HP Refurbished Revolve 810G3 Core I5 8GB RAM, 256GB SSD, 11.6""- Sliver","KSh 21,390"
"DELL DellLatitude Refurbished 7280,Intel Core I5 -7300U 2.60GHz, 8GB R","KSh 34,000"
Generic ATMEGA328 328p 5V 16MHz Arduino-Compatible Pro Mini Module Boa,KSh 709
Lenovo BRAND NEW SEALED IDEAPAD 3 CORE I5 4GB 1TB 15.6'' INCHES,"KSh 75,000"
"HP Refurbished Folio 9480m - 14"" Intel Core I5 RAM 4GB HDD 500GB Windo","KSh 24,999"
"HP EliteBook 820 G4 12"" Touchscreen, Core I5-7TH GEN 8GB RAM, 256GB SS","KSh 31,000"
"HP Refurbished Elitebook 820 , Core I5, 8GB RAM 1TB HDD -12.5""","KSh 24,653"
"Lenovo Refurbished 8GB RAM, 320GB HDD Lenovo ThinkPad 11e 12"" CELERON ","KSh 13,999"
"Toshiba Refurbished Tecra Z40-C - Intel Core I5-6300U 2.4GHz, 8GB RAM,","KSh 31,998"
HP Refurbished EliteBook 820 G3-Core I5 6th Gen-8GB RAM+256GB SSD-Wind,"KSh 25,999"
"Lenovo IdeaPad 3 - 15.6"" - Intel Core I7-11th Gen - 1TB GB SSD + 1TB H","KSh 95,000"
"HP Refurb EliteBook 1030G3 X360 Corei7 8thGen 8GB RAM 512GB SSD 13.3"" ","KSh 65,999"
Generic SATA Network Interface HDD Adapter Hard Disk FOR Sony PS2 Play,"KSh 2,969"
HP Revolve 810 Refurbished/ Coi5/ 8GB RAM/ 256 SSD/ Touchscreen,"KSh 23,999"
HP Laptop 15 Black,"KSh 100,000"
"Apple Refurbished MacBook Pro 13""- Core I5 2.4GHz -16GB RAM, 1TB HDD (","KSh 49,999"
"DELL Vostro 3401-14""-Core I3-1TB HDD-4GB RAM-WIN10+AVG+DENRI-BAG+16GB ","KSh 57,999"
"HP Refurbished ProBook 11 G2 11.6"" - 7th Gen Intel Core M3 - 128GB SSD","KSh 23,990"
"HP EliteBook 820 G2 Refurb , 5th Gen 4gb Ram 500Hdd 2.30GHz, 12.5inche","KSh 19,999"
"HP Refurbished 820 G3 Intel Core I5 6th Gen 8GB, 500GB SSD DOS - Silve","KSh 24,999"
"HP Elitebook 820 Refurbished -Corei5 -4GB Ram-500GB HDD-Dos-12"" Slim","KSh 21,400"
"HP Refurbished HP EliteBook 820 G1 Core I5 8GB RAM 1TB HDD, Windows10","KSh 27,999"
HP Pavilion 15 I5 12gb - 1000gb 1035G1 -windows 10 - No Touch + Carry ,"KSh 90,000"
HP BRAND NEW SEALED HP 250 G7 CORE I3 4GB 1TB 15.6'' DOS,"KSh 55,999"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 256GB SSD W","KSh 31,980"
"HP New Laptop 240 G7 Intel Cel-N4020/4GB/500GB/14"" HD/Dos Dark Ash Sil","KSh 42,000"
HP Notebook 15.6 Core I3 12gb - 512 Ssdd Hdd+ Free Back Pack Bage,"KSh 62,000"
"HP Certified Refurbished ProBook X360 11 G2 , Intel Core I5, 8 GB RAM,","KSh 23,999"
Getac B360 Pro Core I5-10310U Win10pro 8GB 256GB SSD Military Grade Ru,"KSh 635,000"
"Legatus Brand New 14 Inch Screen Laptop 6GB Ram 64GB 9,000 MAh Battery","KSh 26,500"
HP REFURBISHED ELITEBOOK 8440P CORE I5 8GB 1 TB 14'' INCHES WINDOWS 10,"KSh 20,999"
"HP Refurbished Revolve 810 Core I7 8GB RAM, 256GB SSD, 11.6""- Sliver","KSh 30,400"
HP ENVY 13-Ultrabook Laptop Core I7 8GB 512GB SSD 13.3” Display,"KSh 150,000"
DELL LATITUDE 3420 11TH GEN CORE I7 8GB 1TB 14'' INCHES UBUNTU,"KSh 115,000"
HP BRAND NEW SEALED HP 15 CORE I7 8GB RAM 1TB HDD 15.6'' INCHES WINDOW,"KSh 102,999"
HP Refurbished Folio 7th Gen 1030 G2 X360 Core I5 16gb 512ssd Windows ,"KSh 67,000"
"HP EliteBook 840 G3 Refurb, 6th Gen, 8gb Ram 256Ssd Touch Screen - 2.6","KSh 34,999"
HP ThinkPad X1 Carbon 8th Gen Intel Core I7 16GB RAM 256GB SSD Refurbi,"KSh 58,499"
HP BRAND NEW SEALED 15 CORE I7 8GB RAM 1TB HDD 15.6'' INCHES WINDOWS 1,"KSh 98,999"
"HP ProBook X360 11 G5 Touchscreen Cel 4GB RAM, 128gb Ssd+64GB EMMc+ WI","KSh 34,500"
"HP Refurbished EliteBook 820 G1 Core I7 4GB RAM 500GB 12.5"" Slim Ultra","KSh 26,990"
HP Envy X360 Home And Entertainment Laptop (AMD Ryzen 7 4700U 8-Core),"KSh 110,499"
"HP Refurbished Elitebook G3 6th Gen Touchscreen , Corei5, 8GB RAM 500G","KSh 25,999"
Lenovo Refurbished Thinkpad T470s -Core I5 -8GB RAM -256GB SSD Windows,"KSh 29,500"
HP EliteBook 840 G4 Refurbished Intel Core I5 7th Gen 16GB RAM 256GB S,"KSh 40,375"
"HP Refurbished EliteBook 840 G3 Intel Core I7 6th Gen 8GB, 500GB HDD- ","KSh 33,995"
"Lenovo ThinkPad T480s,Core I7-8th Gen,16GB RAM, 512GB SSD, Windows 10P","KSh 49,999"
"HP EliteBook X360 1030 G2 Refurbished Core I7 7th Gen, 16GB RAM, 256GB","KSh 54,999"
"Lenovo IdeaPad 3 - 15.6"" - Intel Core I7-11th Gen - 1TB HDD, 256GB SSD","KSh 72,000"
"HP Refurbished 6th gen-HP 430 G3-Core i5-8GB RAM-500GB HDD-13.3""-Black","KSh 29,999"
Lenovo Refurbished TP Yoga 11e Touch- Intel Core M3 Pentium- 4GB/ 256 ,"KSh 19,500"
"HP Pavilion 14 X360 I5 1 - 8gb Ram-TB + 256ssd -14"" Touch Screen","KSh 89,900"
Generic Laptop Sleeve Case Hard Case Cover Suitable For Macbook 12 Inc,"KSh 1,583"
HP Refurbished Compaq Presario CQ60 Notebook- 15.6 “- Celeron Storage ,"KSh 15,999"
"HP Refurbished EliteBook 840 G3 14"" Touchscreen Core I5 6th Gen 8GB 25","KSh 30,990"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + B","KSh 31,499"
"Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM,256GB SSD,12.5''+ FRE","KSh 25,999"
"Lenovo Refurbished Thinkpad X250 Intel Core I5, 8GB RAM, 500GB HDD, 12","KSh 20,999"
Lenovo Refurbished Thinkpad T440p-Core I5-4GB RAM-500GB- DVDRW CAM - 1,"KSh 27,499"
HP Refurbished Elitebook 840 G4 7th Gen Core I5 8GB Ram 256GB Ssd - 14,"KSh 39,999"
"Asus X543UA-GQ2193T - 15.6"" HD- Intel Core I5 - 1TB HDD - 8GB RAM - WI","KSh 57,899"
"HP REFURBISHED EliteBook X360 1030 G3 13.3"" Intel Core I7 2.6 GHz, 16G","KSh 68,399"
"Lenovo Refurbished Thinkpad X240 - 12.5"" - Core i5 - 320GB/4GB RAM - W","KSh 21,999"
"Lenovo Refurbished Think Pad X250 Intel Core I5-5300u-4GB RAM, 500GB H","KSh 19,299"
"HP Refurbished ProBook 440 - Core I5 - 4GB - SSD 256GB - 12""- Windows ","KSh 23,400"
"HP Refurbished EliteBook 725 G3 AMD A8 4GB RAM, 500GB HDD, Radeon R6 G","KSh 21,999"
HP Refurbished EliteBook 840 G4 Core I7-7600U -8GB - 512 SSD – Win 10 ,"KSh 45,000"
"HP Refurbished Elitebook Core I5, 12GB RAM 500GB HDD -12.5"", Black","KSh 26,499"
"HP Refurbished ProBook X360 11E 4GB 128GB SSD 2-in-1 12"" Touchscreen S","KSh 18,500"
"Apple MacBook Pro 14 Inch With M1 Pro Chip (Late 2021, Space Gray)","KSh 282,000"
HP Refurb Elitex2 1012 G2 - 8gb Ram 256 Ssd With Detachable Keyboard +,"KSh 43,799"
HP Refurbished Notebook 348 G4 Core I5 7th Gen 8GB Ram 500GB HDD + Fre,"KSh 26,999"
"HP Refurbished ProBook 640, Intel Core I5, 500GB HDD, 4GB RAM + Free M","KSh 22,999"
HP REFURBISHED PROBOOK 11 G2 CORE I3 4GB 128 SSD 6TH GEN WINDOWS 10 (T,"KSh 19,949"
"HP Refurbished EliteBook 820 G2 Core I7 4GB RAM 500GB 5th Gen 12.5"" Ul","KSh 27,900"
DELL Refurb Dell E6440 Corei5 4GB / 500GB,"KSh 19,999"
Generic Memory RAM Laptop Notebook DDR3 1333MHZ PC3-10600 204Pin CL9 S,"KSh 2,567"
"HP Clean Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windo","KSh 21,999"
"HP Refurbished EliteBook 8440p, 2.4Ghz, Core I5, 8GB Ram, 500GB HDD + ","KSh 20,425"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram, 500GB Hard Disk","KSh 18,550"
Generic Ultrabook Laptop 300GB ROM 6GB RAM Ultra Slim 10000mAh Battery,"KSh 22,999"
"Asus E410-Intel Celeron (N Series)-14"" FHD-4GB RAM+128GB SSD-Windows 1","KSh 34,995"
Generic Adjustable Vertical Laptop Stand Space-saving Desktop Holder S,"KSh 4,569"
"HP Hp-15 Core I3 10th Gen 8GB RAM 256ssd,15.6"" HD Display Windows 10","KSh 41,999"
"HP REFURBISHED 7TH GEN EliteBook X360 1030 G2 13.3"" Intel Core I5 2.6 ","KSh 60,999"
HP EliteBook1040 G4 Core I7 7th Gen 16GB 256GB 2.9ghz 14inch Windows 1,"KSh 45,000"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 500GB HDD, 8GB RA","KSh 29,999"
"HP EliteBook 820 G3 Refurb , 6th Gen - 8gb Ram 256Ssd -2.40GHz 12.5inc","KSh 27,499"
"HP Refurbished Revolve 810G3 Core I5 8GB RAM, 256GB SSD, 11.6""- Sliver","KSh 21,790"
"DELL Latitude 5490 14"" Touchscreen Core I5-7300U 8GB RAM 256GB SSD Ref","KSh 37,500"
HP REFURBISHED 8440 CORE I5 8GB 1TB,"KSh 20,999"
"HP Refurbished 3115 Storage 320GB / 4GB RAM 11.6"" HDMI - Camera - WiFi","KSh 16,999"
HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro-,"KSh 48,999"
Lenovo Refurbished X240 -Intel -Core-I5 -4GB-RAM -500GB -HDD 12.5 Inch,"KSh 18,999"
"Apple Refurbished MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2","KSh 32,450"
HP REFURBISHED PROBOOK 11 G2 CORE I3 *TOUCH SCREEN* 8GB 500 HDD WINDOW,"KSh 24,999"
"HP ProBook 640, 14'', Intel Core I5, 500 GB HDD + 8 GB RAM - Black & G","KSh 27,000"
HP REFURBISHED 1030 G3 X360 TOUCHSCREEN CORE I7 16GB 512SSD GEN 8TH IN,"KSh 75,000"
"Lenovo Refurbished ThinkPad X240 Touchscreen 12.5"" ,Core I5,4GB RAM, 5","KSh 17,000"
Generic ATmega2560 Funduino Mega 2560 Arduino Compatible Improved Vers,"KSh 1,969"
Asus BRAND NEW SEALED UX425E CORE I5 8GB RAM 512SSD 14' INCHES GREY,"KSh 132,000"
"HP Refurbished Elitebook 820 G212"" Intel Core I5 4GB, 500GB DOS - Blac","KSh 25,000"
"Lenovo IDEAPAD S145-1TB HDD,4GB RAM+WIN 10+ANTITHEFT BAG+16gb Wristfla","KSh 36,900"
Lenovo Refurbished Thinkpad Yoga 11e X360 Intel Core I5 7th Gen 8GB RA,"KSh 29,000"
HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro-,"KSh 47,499"
HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 500HDD 14' INCHES,"KSh 19,999"
Generic Laptop Stand Desktop Raise Bracket Cooling Base Lifting Holder,"KSh 1,699"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + J","KSh 30,999"
Generic 19V 4.74A 90W Laptop AC Adapter Power Supply Charger Cord For ,"KSh 1,970"
"DELL Latitude 7390 2-in-1 @1.90GHz(8CPUs),~2.1GHz 16/256 Keyboard Conv","KSh 58,999"
HP REFURBISHED 840 G3 *TOUCH SCREEN* CORE I5 8GB 256SSD 14'' INCHES 1 ,"KSh 31,999"
HP Laptop 15-dw3037 11th Gen Core I7-1165G7 8GB RAM 256SSD 15.6″ Windo,"KSh 90,000"
HP EliteBook 830 G5 Core I5 8250U 16GB 256GB 13.3 Inch Windows 10 Pro-,"KSh 47,499"
HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 500HDD 14' INCHES,"KSh 19,999"
Generic Laptop Stand Desktop Raise Bracket Cooling Base Lifting Holder,"KSh 1,699"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + J","KSh 30,999"
Generic 19V 4.74A 90W Laptop AC Adapter Power Supply Charger Cord For ,"KSh 1,970"
"DELL Latitude 7390 2-in-1 @1.90GHz(8CPUs),~2.1GHz 16/256 Keyboard Conv","KSh 58,999"
HP REFURBISHED 840 G3 *TOUCH SCREEN* CORE I5 8GB 256SSD 14'' INCHES 1 ,"KSh 31,999"
HP Laptop 15-dw3037 11th Gen Core I7-1165G7 8GB RAM 256SSD 15.6″ Windo,"KSh 90,000"
"Lenovo Refurbished Thinkpad X250 Core I5,4gb Ram,500gb Hdd,12.5''+ FRE","KSh 24,300"
DELL Refurbished Latitude E5270 Core I7 8GB 256GB SSD 6th Gen 2.6GHz 1,"KSh 29,900"
XIAOMI Mi Notebook Pro Laptop Thin and Light 15.6 Inch,"KSh 365,685"
"Lenovo Yoga 370 Core I5 7th Gen, 8GB, 256GB SSD-Refurbished X360 Touch","KSh 35,900"
"DELL LATITUDE 7250 Core I5 8gb RAM 256gb SSD 5th Gen Refurbished 12.5""","KSh 25,800"
"DELL Refurbished Latitude E6320 14"" - Intel Core I5 - 500GB, 4GB Win 1","KSh 19,999"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 5th Gen 14,"KSh 39,890"
"Lenovo Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""-","KSh 14,999"
HP Refurbished ProBook 430 G4 Core I5-7200U Processor 8GB 256GB SSD Pl,"KSh 33,999"
HP Refurbished ProBook 430 G5 Core I5 - 7TH Gen - 8GB Ram - 128SSD + 5,"KSh 38,499"
DELL Refurbished Latitude E5270 Core I7 8GB 256GB SSD 6th Gen 2.6GHz 1,"KSh 28,300"
"DELL Latitude 3190 11.6"" Multi-Touch 2-in-1 Education Laptop - 4GB Ram","KSh 29,999"
HP REVOLVE 810 G3,"KSh 22,500"
"HP EliteBook 840 G1 Intel Core I5 14"" 4GB RAM 1TB HDD WINDOWS 10 PRO","KSh 23,999"
HP Refurbished ProBook 430 G3 Core I5 8GB RAM 256GB SSD 13.3'' 6th Gen,"KSh 28,999"
"HP ProBook 440 G6 14’’ Intel Core i7,8 GB RAM 1 TB Silver","KSh 112,000"
HP 7th Gen Core I5 8gb Ram 256Gb SSD-Refurbished Folio 1030 G2 X360 13,"KSh 55,000"
Lenovo Refurbished T430 Core I5 4gb Ram 500g,"KSh 20,599"
"HP Refurbished EliteBook 8460p, Intel Core I5, 4GB RAM, 500GB HDD, 14'","KSh 18,999"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9470m, 14"" Intel Core I5 ","KSh 29,000"
HP Pavilion 15 I5 8gb - 512ssd -windows 10 - No Touch + Carry Case Bag,"KSh 89,500"
"Lenovo ThinkPad X1 Carbon Refurbished Ultrabook 14"" Intel® Core™ I5 8G","KSh 39,000"
HP EliteBook 850 G1 Refurbished Intel Core I5 4th Gen 8GB RAM 500GB HD,"KSh 28,200"
Apple Refurb Macbook Air 13inch 2015 I5.8.128ssd,"KSh 42,999"
"HP Refurbished ProBook 11 G2, Core I3 6th Gen, 500GB HDD, 8GB RAM,12"" ","KSh 28,900"
"DELL Refurbished Latitude E5270 Intel Core I7 6th Gen, 8GB RAM 256GB S","KSh 30,900"
Toshiba Refurbished Tecra X40-D Intel Core I5-7300U 2.60GHz - 8GB RAM ,"KSh 37,000"
HP REFURBISHED 840 G3 *TOUCH SCREEN* CORE I5 8GB 500 HDD 14'' INCHES W,"KSh 30,999"
"HP Refurbished EliteBook 820 G1, Intel Core I7, 8GB RAM, 500GB HDD","KSh 35,000"
HP ELITEBOOK X360-1030 G7 CORE I7 10th 16GB/512GB /SSD,"KSh 292,999"
Lenovo BRAND NEW SEALED LENOVO THINKBOOK 15 CORE I7 8GB 1TB DOS 15.6'',"KSh 112,000"
"Apple MacBook Pro 2019 Core I7, 16GB RAM, 256GB SSD 15 INCH - GREY","KSh 150,000"
HP REFURBISHED SPECTRE X2 PRO DETACHABLE *TOUCH SCREEN* 4GB 256SSD WIN,"KSh 24,999"
HP Refurbished EliteBook 820 G3-Intel Core I5 6th Gen-8GB RAM-256 SSD-,"KSh 27,499"
HP EliteBook 850 G1 Refurbished Intel Core I5 4th Gen 8GB RAM 500GB HD,"KSh 28,200"
DELL Refurbished Latitude E5270 Core I7 8GB 256GB SSD 6th Gen 2.6GHz 1,"KSh 28,300"
"HP Refurbished Elitebook 840 G3, 14"" Touchscreen, Intel Core I5 - 500G","KSh 37,999"
"HP Refurbished EliteBook 820 G3 6th Gen Core I5, 4GB RAM, 256 GB SSD -","KSh 23,999"
"HP Notebook 15-Intel Celeron (N Series)-512GB SSD+8GB RAM-15.6""-Window","KSh 37,995"
"Fujistu Refurbished LifeBook T726, Intel Core I5, 4GB Ram, 500GB HDD, ","KSh 25,000"
HP Refurbished EliteBook 840 G3 Core I5 8GB 256GB SSD 14 Inch 6th Gen ,"KSh 29,900"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + D","KSh 30,999"
"HP Refurbished EliteBook 840 G4 Intel Core I5-7TH Gen - 16GB, 256 GB S","KSh 34,999"
"Lenovo Refurbished X131e Intel Core i3 4GB, 320GB 12"" No OS Installed ","KSh 17,499"
"Lenovo Refurbished ThinkPad X230, Intel Core I5, 4GB RAM, 320GB HDD, 1","KSh 21,900"
"Apple MacBook Air M1, RAM 8gb, RAM 256 GB","KSh 160,000"
"HP Elite X2 1012 G2 Tablet PC, 7th Gen Intel Core I5, 8GB, 256SSD.","KSh 30,999"
HP ThinkPad X1 Carbon 8th Gen Intel Core I7 16GB RAM 256GB SSD Refurbi,"KSh 58,799"
"HP Probook 430 Refurbished Core I3, 4GB RAM + 256GB SSD - Black-DOS-13","KSh 18,999"
"Lenovo Refurbished Thinkpad 11E NON TOUCH 12"" CELERON 4GB RAM, 320GB H","KSh 14,931"
"Asus T3300K, INTEL N6000, 8GB RAM, 256 GB SSD, 13.3 OLED FHD SCREEN, W","KSh 135,400"
"HP Notebook 15-Intel Celeron-8GB RAM-256GB SSD-Windows 11-15.6""-Black+","KSh 36,599"
"Lenovo Refurbished Thinkpad X260 6th Gen 12.5 Inches, Intel Core I5 63","KSh 21,849"
"Lenovo Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""-","KSh 14,999"
HP 7th Gen Corei7 -8GB Ram-500GB HDD-EliteBook 820 Refurbished -win10 ,"KSh 29,900"
HP Refurbished AMD Compaq Presario CQ60 Notebook- 15.6 “- Storage 250G,"KSh 22,000"
DELL REFURBISHED DELL XPS 15 CORE I5 8gb Ram 256ssd 15.6INCH,"KSh 65,999"
"Lenovo X260 Intel Core I5-Refurbished-8GB, 500Gb HDD-DOS - Black-13.3""","KSh 21,999"
Lenovo Refurbished X131e 4GB RAM 320GB HDD + FREE GIFTS,"KSh 13,499"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 4GB, 500GB 12.5"" + FRE","KSh 19,400"
Lenovo Ideapad 3 Brand New- 11th Gen/Intel Core I7/8GB RAM/1TB HDD/15.,"KSh 113,999"
XIAOMI Mi Notebook Pro Laptop Thin and Light 15.6 Inch,"KSh 365,685"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 500GB HDD D","KSh 30,500"
"HP BRAND NEW SEALED HP PROBOOK 440 G8 CORE I5 8GB RAM 512SSD DOS 14"" I","KSh 120,999"
DELL Refurbished Latitude E6410 Core I5 -4GB RAM – 500GB HDD – 14”–DVD,"KSh 24,500"
"Asus X543 - 15.6"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - G","KSh 30,599"
"HP Core I7 8GB, 256 GB SSD Refurbished EliteBook 840 G3 Intel 6th Gen ","KSh 35,000"
"HP Refurbished EliteBook 820 , Intel Core I7, 4GB RAM, 500GB HDD","KSh 23,800"
Apple Refurb Macbook Air 13inch 2015 I5.8.128ssd,"KSh 42,999"
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 4GB RAM 500GB HDD","KSh 20,999"
HP Refurbished ProBook 440G1 X360 8thGen Core I5 16GBRAM 256GB SSD TOU,"KSh 49,999"
